vintage,mob,n_loans,cum_defaults,cum_default_rate
2013-07-01,36,27318,3324.0,0.1216780145
2013-07-01,37,27318,3330.0,0.1218976499
2013-07-01,38,27318,3335.0,0.1220806794
2013-07-01,39,27318,3335.0,0.1220806794
2013-07-01,40,27318,3336.0,0.1221172853
2013-07-01,41,27318,3336.0,0.1221172853
2013-07-01,42,27318,3336.0,0.1221172853
2013-07-01,43,27318,3336.0,0.1221172853
2013-07-01,44,27318,3336.0,0.1221172853
2013-07-01,45,27318,3336.0,0.1221172853
2013-07-01,46,27318,3336.0,0.1221172853
2013-07-01,47,27318,3336.0,0.1221172853
2013-07-01,48,27318,3336.0,0.1221172853
2013-07-01,49,27318,3336.0,0.1221172853
2013-07-01,50,27318,3336.0,0.1221172853
2013-07-01,51,27318,3336.0,0.1221172853
2013-07-01,52,27318,3336.0,0.1221172853
2013-07-01,53,27318,3336.0,0.1221172853
2013-07-01,54,27318,3336.0,0.1221172853
2013-07-01,55,27318,3336.0,0.1221172853
2013-07-01,56,27318,3336.0,0.1221172853
2013-07-01,57,27318,3336.0,0.1221172853
2013-07-01,58,27318,3336.0,0.1221172853
2013-07-01,59,27318,3336.0,0.1221172853
2013-07-01,60,27318,3336.0,0.1221172853
2013-10-01,0,31980,19.0,0.0005941213
2013-10-01,1,31980,48.0,0.0015009381
2013-10-01,2,31980,104.0,0.0032520325
2013-10-01,3,31980,151.0,0.0047217011
2013-10-01,4,31980,222.0,0.0069418386
2013-10-01,5,31980,305.0,0.0095372108
2013-10-01,6,31980,422.0,0.0131957473
2013-10-01,7,31980,547.0,0.0171044403
2013-10-01,8,31980,683.0,0.0213570982
2013-10-01,9,31980,824.0,0.0257661038
2013-10-01,10,31980,963.0,0.0301125704
2013-10-01,11,31980,1115.0,0.034865541
2013-10-01,12,31980,1268.0,0.0396497811
2013-10-01,13,31980,1408.0,0.0440275172
2013-10-01,14,31980,1524.0,0.0476547842
2013-10-01,15,31980,1649.0,0.0515634772
2013-10-01,16,31980,1784.0,0.0557848655
2013-10-01,17,31980,1951.0,0.0610068793
2013-10-01,18,31980,2084.0,0.0651657286
2013-10-01,19,31980,2204.0,0.0689180738
2013-10-01,20,31980,2362.0,0.0738586617
2013-10-01,21,31980,2507.0,0.0783927455
2013-10-01,22,31980,2653.0,0.0829580988
2013-10-01,23,31980,2774.0,0.0867417136
2013-10-01,24,31980,2892.0,0.0904315197
2013-10-01,25,31980,2991.0,0.0935272045
2013-10-01,26,31980,3079.0,0.0962789243
2013-10-01,27,31980,3179.0,0.0994058787
2013-10-01,28,31980,3261.0,0.1019699812
2013-10-01,29,31980,3364.0,0.1051907442
2013-10-01,30,31980,3455.0,0.1080362727
2013-10-01,31,31980,3531.0,0.110412758
2013-10-01,32,31980,3611.0,0.1129143215
2013-10-01,33,31980,3681.0,0.1151031895
2013-10-01,34,31980,3745.0,0.1171044403
2013-10-01,35,31980,3789.0,0.1184803002
2013-10-01,36,31980,3799.0,0.1187929956
2013-10-01,37,31980,3802.0,0.1188868043
2013-10-01,38,31980,3806.0,0.1190118824
2013-10-01,39,31980,3807.0,0.119043152
2013-10-01,40,31980,3807.0,0.119043152
2013-10-01,41,31980,3808.0,0.1190744215
2013-10-01,42,31980,3808.0,0.1190744215
2013-10-01,43,31980,3808.0,0.1190744215
2013-10-01,44,31980,3808.0,0.1190744215
2013-10-01,45,31980,3808.0,0.1190744215
2013-10-01,46,31980,3808.0,0.1190744215
2013-10-01,47,31980,3808.0,0.1190744215
2013-10-01,48,31980,3808.0,0.1190744215
2013-10-01,49,31980,3808.0,0.1190744215
2013-10-01,50,31980,3808.0,0.1190744215
2013-10-01,51,31980,3808.0,0.1190744215
2013-10-01,52,31980,3808.0,0.1190744215
2013-10-01,53,31980,3808.0,0.1190744215
2013-10-01,54,31980,3808.0,0.1190744215
2013-10-01,55,31980,3808.0,0.1190744215
2013-10-01,56,31980,3808.0,0.1190744215
2013-10-01,57,31980,3808.0,0.1190744215
2013-10-01,58,31980,3808.0,0.1190744215
2013-10-01,59,31980,3808.0,0.1190744215
2013-10-01,60,31980,3808.0,0.1190744215
2014-01-01,0,34074,21.0,0.0006163057
2014-01-01,1,34074,49.0,0.0014380466
2014-01-01,2,34074,100.0,0.002934789
2014-01-01,3,34074,168.0,0.0049304455
2014-01-01,4,34074,264.0,0.0077478429
2014-01-01,5,34074,385.0,0.0112989376
2014-01-01,6,34074,520.0,0.0152609027
2014-01-01,7,34074,669.0,0.0196337383
2014-01-01,8,34074,805.0,0.0236250514
2014-01-01,9,34074,960.0,0.0281739743
2014-01-01,10,34074,1094.0,0.0321065915
2014-01-01,11,34074,1254.0,0.0368022539
2014-01-01,12,34074,1389.0,0.0407642191
2014-01-01,13,34074,1572.0,0.0461348829
2014-01-01,14,34074,1727.0,0.0506838058
2014-01-01,15,34074,1888.0,0.0554088161
2014-01-01,16,34074,2053.0,0.0602512179
2014-01-01,17,34074,2216.0,0.065034924
2014-01-01,18,34074,2410.0,0.0707284146
2014-01-01,19,34074,2577.0,0.0756295122
2014-01-01,20,34074,2743.0,0.080501262
2014-01-01,21,34074,2894.0,0.0849327933
2014-01-01,22,34074,3037.0,0.0891295416
2014-01-01,23,34074,3165.0,0.0928860715
2014-01-01,24,34074,3313.0,0.0972295592
2014-01-01,25,34074,3437.0,0.1008686975
2014-01-01,26,34074,3564.0,0.1045958796
2014-01-01,27,34074,3671.0,0.1077361038
2014-01-01,28,34074,3780.0,0.1109350238
2014-01-01,29,34074,3892.0,0.1142219874
2014-01-01,30,34074,4000.0,0.1173915595
2014-01-01,31,34074,4086.0,0.1199154781
2014-01-01,32,34074,4175.0,0.1225274403
2014-01-01,33,34074,4247.0,0.1246404883
2014-01-01,34,34074,4296.0,0.126078535
2014-01-01,35,34074,4344.0,0.1274872337
2014-01-01,36,34074,4364.0,0.1280741915
2014-01-01,37,34074,4374.0,0.1283676704
2014-01-01,38,34074,4379.0,0.1285144098
2014-01-01,39,34074,4381.0,0.1285731056
2014-01-01,40,34074,4383.0,0.1286318014
2014-01-01,41,34074,4384.0,0.1286611493
2014-01-01,42,34074,4384.0,0.1286611493
2014-01-01,43,34074,4384.0,0.1286611493
2014-01-01,44,34074,4384.0,0.1286611493
2014-01-01,45,34074,4384.0,0.1286611493
2014-01-01,46,34074,4384.0,0.1286611493
2014-01-01,47,34074,4384.0,0.1286611493
2014-01-01,48,34074,4384.0,0.1286611493
2014-01-01,49,34074,4384.0,0.1286611493
2014-01-01,50,34074,4384.0,0.1286611493
2014-01-01,51,34074,4384.0,0.1286611493
2014-01-01,52,34074,4384.0,0.1286611493
2014-01-01,53,34074,4384.0,0.1286611493
2014-01-01,54,34074,4384.0,0.1286611493
2014-01-01,55,34074,4384.0,0.1286611493
2014-01-01,56,34074,4384.0,0.1286611493
2014-01-01,57,34074,4384.0,0.1286611493
2014-01-01,58,34074,4384.0,0.1286611493
2014-01-01,59,34074,4384.0,0.1286611493
2014-01-01,60,34074,4384.0,0.1286611493
2014-04-01,0,37881,18.0,0.0004751722
2014-04-01,1,37881,66.0,0.0017422982
2014-04-01,2,37881,122.0,0.0032206119
2014-04-01,3,37881,231.0,0.0060980439
2014-04-01,4,37881,368.0,0.0097146327
2014-04-01,5,37881,494.0,0.0130408384
2014-04-01,6,37881,646.0,0.0170534041
2014-04-01,7,37881,813.0,0.0214619466
2014-04-01,8,37881,941.0,0.0248409493
2014-04-01,9,37881,1102.0,0.0290911011
2014-04-01,10,37881,1278.0,0.0337372297
2014-04-01,11,37881,1494.0,0.0394392967
2014-04-01,12,37881,1711.0,0.0451677622
2014-04-01,13,37881,1906.0,0.0503154616
2014-04-01,14,37881,2119.0,0.0559383332
2014-04-01,15,37881,2347.0,0.0619571817
2014-04-01,16,37881,2547.0,0.0672368734
2014-04-01,17,37881,2743.0,0.0724109712
2014-04-01,18,37881,2909.0,0.0767931153
2014-04-01,19,37881,3085.0,0.0814392439
2014-04-01,20,37881,3221.0,0.0850294343
2014-04-01,21,37881,3360.0,0.08869882
2014-04-01,22,37881,3495.0,0.0922626119
2014-04-01,23,37881,3648.0,0.096301576
2014-04-01,24,37881,3823.0,0.1009213062
2014-04-01,25,37881,3980.0,0.1050658642
2014-04-01,26,37881,4147.0,0.1094744067
2014-04-01,27,37881,4281.0,0.1130118001
2014-04-01,28,37881,4443.0,0.1172883504
2014-04-01,29,37881,4577.0,0.1208257438
2014-04-01,30,37881,4695.0,0.1239407619
2014-04-01,31,37881,4794.0,0.1265542092
2014-04-01,32,37881,4888.0,0.1290356643
2014-04-01,33,37881,4967.0,0.1311211425
2014-04-01,34,37881,5036.0,0.1329426362
2014-04-01,35,37881,5098.0,0.1345793406
2014-04-01,36,37881,5108.0,0.1348433251
2014-04-01,37,37881,5119.0,0.1351337082
2014-04-01,38,37881,5123.0,0.135239302
2014-04-01,39,37881,5128.0,0.1353712943
2014-04-01,40,37881,5128.0,0.1353712943
2014-04-01,41,37881,5131.0,0.1354504897
2014-04-01,42,37881,5131.0,0.1354504897
2014-04-01,43,37881,5131.0,0.1354504897
2014-04-01,44,37881,5131.0,0.1354504897
2014-04-01,45,37881,5131.0,0.1354504897
2014-04-01,46,37881,5131.0,0.1354504897
2014-04-01,47,37881,5131.0,0.1354504897
2014-04-01,48,37881,5131.0,0.1354504897
2014-04-01,49,37881,5131.0,0.1354504897
2014-04-01,50,37881,5131.0,0.1354504897
2014-04-01,51,37881,5131.0,0.1354504897
2014-04-01,52,37881,5131.0,0.1354504897
2014-04-01,53,37881,5131.0,0.1354504897
2014-04-01,54,37881,5131.0,0.1354504897
2014-04-01,55,37881,5131.0,0.1354504897
2014-04-01,56,37881,5131.0,0.1354504897
2014-04-01,57,37881,5131.0,0.1354504897
2014-04-01,58,37881,5131.0,0.1354504897
2014-04-01,59,37881,5131.0,0.1354504897
2014-04-01,60,37881,5131.0,0.1354504897
2014-07-01,0,40595,25.0,0.0006158394
2014-07-01,1,40595,72.0,0.0017736174
2014-07-01,2,40595,157.0,0.0038674714
2014-07-01,3,40595,258.0,0.0063554625
2014-07-01,4,40595,379.0,0.0093361251
2014-07-01,5,40595,502.0,0.0123660549
2014-07-01,6,40595,674.0,0.0166030299
2014-07-01,7,40595,831.0,0.0204705013
2014-07-01,8,40595,1036.0,0.0255203843
2014-07-01,9,40595,1232.0,0.0303485651
2014-07-01,10,40595,1442.0,0.035521616
2014-07-01,11,40595,1702.0,0.0419263456
2014-07-01,12,40595,1943.0,0.0478630373
2014-07-01,13,40595,2154.0,0.0530607218
2014-07-01,14,40595,2368.0,0.0583323069
2014-07-01,15,40595,2549.0,0.0627909841
2014-07-01,16,40595,2747.0,0.0676684321
2014-07-01,17,40595,2924.0,0.0720285749
2014-07-01,18,40595,3105.0,0.0764872521
2014-07-01,19,40595,3281.0,0.0808227614
2014-07-01,20,40595,3451.0,0.0850104693
2014-07-01,21,40595,3653.0,0.0899864515
2014-07-01,22,40595,3871.0,0.095356571
2014-07-01,23,40595,4059.0,0.0999876832
2014-07-01,24,40595,4266.0,0.1050868334
2014-07-01,25,40595,4450.0,0.1096194113
2014-07-01,26,40595,4606.0,0.113462249
2014-07-01,27,40595,4745.0,0.116886316
2014-07-01,28,40595,4854.0,0.1195713758
2014-07-01,29,40595,4974.0,0.1225274049
2014-07-01,30,40595,5090.0,0.1253848996
2014-07-01,31,40595,5197.0,0.1280206922
2014-07-01,32,40595,5288.0,0.1302623476
2014-07-01,33,40595,5371.0,0.1323069344
2014-07-01,34,40595,5429.0,0.1337356817
2014-07-01,35,40595,5490.0,0.1352383298
2014-07-01,36,40595,5505.0,0.1356078335
2014-07-01,37,40595,5515.0,0.1358541692
2014-07-01,38,40595,5520.0,0.1359773371
2014-07-01,39,40595,5530.0,0.1362236729
2014-07-01,40,40595,5532.0,0.13627294
2014-07-01,41,40595,5533.0,0.1362975736
2014-07-01,42,40595,5533.0,0.1362975736
2014-07-01,43,40595,5533.0,0.1362975736
2014-07-01,44,40595,5533.0,0.1362975736
2014-07-01,45,40595,5533.0,0.1362975736
2014-07-01,46,40595,5533.0,0.1362975736
2014-07-01,47,40595,5533.0,0.1362975736
2014-07-01,48,40595,5533.0,0.1362975736
2014-07-01,49,40595,5533.0,0.1362975736
2014-07-01,50,40595,5533.0,0.1362975736
2014-07-01,51,40595,5533.0,0.1362975736
2014-07-01,52,40595,5533.0,0.1362975736
2014-07-01,53,40595,5533.0,0.1362975736
2014-07-01,54,40595,5533.0,0.1362975736
2014-07-01,55,40595,5533.0,0.1362975736
2014-07-01,56,40595,5533.0,0.1362975736
2014-07-01,57,40595,5533.0,0.1362975736
2014-07-01,58,40595,5533.0,0.1362975736
2014-07-01,59,40595,5533.0,0.1362975736
2014-07-01,60,40595,5533.0,0.1362975736
2014-10-01,0,50020,29.0,0.0005797681
2014-10-01,1,50020,80.0,0.0015993603
2014-10-01,2,50020,170.0,0.0033986405
2014-10-01,3,50020,298.0,0.005957617
2014-10-01,4,50020,457.0,0.0091363455
2014-10-01,5,50020,645.0,0.0128948421
2014-10-01,6,50020,903.0,0.0180527789
2014-10-01,7,50020,1117.0,0.0223310676
2014-10-01,8,50020,1370.0,0.0273890444
2014-10-01,9,50020,1645.0,0.0328868453
2014-10-01,10,50020,1948.0,0.0389444222
2014-10-01,11,50020,2251.0,0.0450019992
2014-10-01,12,50020,2527.0,0.0505197921
2014-10-01,13,50020,2782.0,0.0556177529
2014-10-01,14,50020,3027.0,0.0605157937
2014-10-01,15,50020,3268.0,0.0653338665
2014-10-01,16,50020,3555.0,0.0710715714
2014-10-01,17,50020,3811.0,0.0761895242
2014-10-01,18,50020,4051.0,0.080987605
2014-10-01,19,50020,4331.0,0.0865853659
2014-10-01,20,50020,4593.0,0.0918232707
2014-10-01,21,50020,4853.0,0.0970211915
2014-10-01,22,50020,5125.0,0.1024590164
2014-10-01,23,50020,5387.0,0.1076969212
2014-10-01,24,50020,5635.0,0.112654938
2014-10-01,25,50020,5832.0,0.1165933627
2014-10-01,26,50020,6001.0,0.1199720112
2014-10-01,27,50020,6192.0,0.1237904838
2014-10-01,28,50020,6361.0,0.1271691323
2014-10-01,29,50020,6528.0,0.1305077969
2014-10-01,30,50020,6657.0,0.1330867653
2014-10-01,31,50020,6787.0,0.1356857257
2014-10-01,32,50020,6891.0,0.137764894
2014-10-01,33,50020,7011.0,0.1401639344
2014-10-01,34,50020,7107.0,0.1420831667
2014-10-01,35,50020,7176.0,0.143462615
2014-10-01,36,50020,7218.0,0.1443022791
2014-10-01,37,50020,7233.0,0.1446021591
2014-10-01,38,50020,7251.0,0.1449620152
2014-10-01,39,50020,7262.0,0.1451819272
2014-10-01,40,50020,7266.0,0.1452618952
2014-10-01,41,50020,7266.0,0.1452618952
2014-10-01,42,50020,7266.0,0.1452618952
2014-10-01,43,50020,7267.0,0.1452818872
2014-10-01,44,50020,7267.0,0.1452818872
2014-10-01,45,50020,7267.0,0.1452818872
2014-10-01,46,50020,7267.0,0.1452818872
2014-10-01,47,50020,7267.0,0.1452818872
2014-10-01,48,50020,7267.0,0.1452818872
2014-10-01,49,50020,7267.0,0.1452818872
2014-10-01,50,50020,7267.0,0.1452818872
2014-10-01,51,50020,7267.0,0.1452818872
2014-10-01,52,50020,7267.0,0.1452818872
2014-10-01,53,50020,7267.0,0.1452818872
2014-10-01,54,50020,7267.0,0.1452818872
2014-10-01,55,50020,7267.0,0.1452818872
2014-10-01,56,50020,7267.0,0.1452818872
2014-10-01,57,50020,7267.0,0.1452818872
2014-10-01,58,50020,7267.0,0.1452818872
2014-10-01,59,50020,7267.0,0.1452818872
2014-10-01,60,50020,7267.0,0.1452818872
2015-01-01,0,56568,26.0,0.0004596238
2015-01-01,1,56568,83.0,0.0014672606
2015-01-01,2,56568,207.0,0.0036593127
2015-01-01,3,56568,359.0,0.0063463442
2015-01-01,4,56568,534.0,0.0094399661
2015-01-01,5,56568,744.0,0.0131523123
2015-01-01,6,56568,1038.0,0.0183495969
2015-01-01,7,56568,1357.0,0.0239888276
2015-01-01,8,56568,1660.0,0.0293452128
2015-01-01,9,56568,1931.0,0.0341359072
2015-01-01,10,56568,2205.0,0.0389796351
2015-01-01,11,56568,2487.0,0.0439647857
2015-01-01,12,56568,2793.0,0.0493742045
2015-01-01,13,56568,3120.0,0.0551548579
2015-01-01,14,56568,3460.0,0.0611653232
2015-01-01,15,56568,3784.0,0.066892943
2015-01-01,16,56568,4124.0,0.0729034083
2015-01-01,17,56568,4473.0,0.0790729741
2015-01-01,18,56568,4846.0,0.0856668081
2015-01-01,19,56568,5154.0,0.0911115825
2015-01-01,20,56568,5468.0,0.096662424
2015-01-01,21,56568,5732.0,0.1013293735
2015-01-01,22,56568,6003.0,0.1061200679
2015-01-01,23,56568,6260.0,0.1106632725
2015-01-01,24,56568,6515.0,0.1151711215
2015-01-01,25,56568,6729.0,0.118954179
2015-01-01,26,56568,6944.0,0.1227549144
2015-01-01,27,56568,7139.0,0.1262020931
2015-01-01,28,56568,7335.0,0.1296669495
2015-01-01,29,56568,7514.0,0.1328312827
2015-01-01,30,56568,7695.0,0.1360309716
2015-01-01,31,56568,7857.0,0.1388947815
2015-01-01,32,56568,7981.0,0.1410868335
2015-01-01,33,56568,8123.0,0.1435970867
2015-01-01,34,56568,8228.0,0.1454532598
2015-01-01,35,56568,8291.0,0.1465669637
2015-01-01,36,56568,8340.0,0.1474331778
2015-01-01,37,56568,8360.0,0.1477867345
2015-01-01,38,56568,8371.0,0.1479811908
2015-01-01,39,56568,8386.0,0.1482463584
2015-01-01,40,56568,8390.0,0.1483170697
2015-01-01,41,56568,8391.0,0.1483347476
2015-01-01,42,56568,8391.0,0.1483347476
2015-01-01,43,56568,8391.0,0.1483347476
2015-01-01,44,56568,8391.0,0.1483347476
2015-01-01,45,56568,8391.0,0.1483347476
2015-01-01,46,56568,8391.0,0.1483347476
2015-01-01,47,56568,8391.0,0.1483347476
2015-01-01,48,56568,8391.0,0.1483347476
2015-01-01,49,56568,8391.0,0.1483347476
2015-01-01,50,56568,8391.0,0.1483347476
2015-01-01,51,56568,8391.0,0.1483347476
2015-01-01,52,56568,8391.0,0.1483347476
2015-01-01,53,56568,8391.0,0.1483347476
2015-01-01,54,56568,8391.0,0.1483347476
2015-01-01,55,56568,8391.0,0.1483347476
2015-01-01,56,56568,8391.0,0.1483347476
2015-01-01,57,56568,8391.0,0.1483347476
2015-01-01,58,56568,8391.0,0.1483347476
2015-01-01,59,56568,8391.0,0.1483347476
2015-01-01,60,56568,8391.0,0.1483347476
2015-04-01,0,64222,47.0,0.0007318364
2015-04-01,1,64222,125.0,0.0019463735
2015-04-01,2,64222,248.0,0.0038616051
2015-04-01,3,64222,457.0,0.0071159416
2015-04-01,4,64222,694.0,0.0108062658
2015-04-01,5,64222,1001.0,0.0155865591
2015-04-01,6,64222,1307.0,0.0203512815
2015-04-01,7,64222,1581.0,0.0246177322
2015-04-01,8,64222,1926.0,0.0299897231
2015-04-01,9,64222,2240.0,0.0348790134
2015-04-01,10,64222,2641.0,0.0411229797
2015-04-01,11,64222,3016.0,0.0469621002
2015-04-01,12,64222,3413.0,0.0531437825
2015-04-01,13,64222,3838.0,0.0597614525
2015-04-01,14,64222,4270.0,0.0664881193
2015-04-01,15,64222,4695.0,0.0731057893
2015-04-01,16,64222,5126.0,0.0798168852
2015-04-01,17,64222,5499.0,0.0856248638
2015-04-01,18,64222,5854.0,0.0911525645
2015-04-01,19,64222,6208.0,0.0966646943
2015-04-01,20,64222,6512.0,0.1013982747
2015-04-01,21,64222,6801.0,0.1058982903
2015-04-01,22,64222,7087.0,0.1103515929
2015-04-01,23,64222,7406.0,0.1153187381
2015-04-01,24,64222,7643.0,0.1190090623
2015-04-01,25,64222,7936.0,0.1235713618
2015-04-01,26,64222,8195.0,0.1276042478
2015-04-01,27,64222,8447.0,0.1315281368
2015-04-01,28,64222,8697.0,0.1354208838
2015-04-01,29,64222,8907.0,0.1386907913
2015-04-01,30,64222,9103.0,0.141742705
2015-04-01,31,64222,9269.0,0.144327489
2015-04-01,32,64222,9399.0,0.1463517175
2015-04-01,33,64222,9535.0,0.1484693719
2015-04-01,34,64222,9649.0,0.1502444645
2015-04-01,35,64222,9750.0,0.1518171343
2015-04-01,36,64222,9808.0,0.1527202516
2015-04-01,37,64222,9842.0,0.1532496652
2015-04-01,38,64222,9858.0,0.153498801
2015-04-01,39,64222,9866.0,0.1536233689
2015-04-01,40,64222,9875.0,0.1537635078
2015-04-01,41,64222,9876.0,0.1537790788
2015-04-01,42,64222,9876.0,0.1537790788
2015-04-01,43,64222,9878.0,0.1538102208
2015-04-01,44,64222,9878.0,0.1538102208
2015-04-01,45,64222,9878.0,0.1538102208
2015-04-01,46,64222,9878.0,0.1538102208
2015-04-01,47,64222,9878.0,0.1538102208
2015-04-01,48,64222,9878.0,0.1538102208
2015-04-01,49,64222,9878.0,0.1538102208
2015-04-01,50,64222,9878.0,0.1538102208
2015-04-01,51,64222,9878.0,0.1538102208
2015-04-01,52,64222,9878.0,0.1538102208
2015-04-01,53,64222,9878.0,0.1538102208
2015-04-01,54,64222,9878.0,0.1538102208
2015-04-01,55,64222,9878.0,0.1538102208
2015-04-01,56,64222,9878.0,0.1538102208
2015-04-01,57,64222,9878.0,0.1538102208
2015-04-01,58,64222,9878.0,0.1538102208
2015-04-01,59,64222,9878.0,0.1538102208
2015-04-01,60,64222,9878.0,0.1538102208
2015-07-01,0,73567,65.0,0.0008835483
2015-07-01,1,73567,152.0,0.0020661438
2015-07-01,2,73567,305.0,0.0041458806
2015-07-01,3,73567,489.0,0.0066470021
2015-07-01,4,73567,710.0,0.0096510664
2015-07-01,5,73567,999.0,0.0135794582
2015-07-01,6,73567,1306.0,0.0177525249
2015-07-01,7,73567,1656.0,0.0225100928
2015-07-01,8,73567,2034.0,0.0276482662
2015-07-01,9,73567,2448.0,0.0332757894
2015-07-01,10,73567,2897.0,0.0393790694
2015-07-01,11,73567,3356.0,0.0456182799
2015-07-01,12,73567,3845.0,0.052265282
2015-07-01,13,73567,4319.0,0.0587083883
2015-07-01,14,73567,4786.0,0.0650563432
2015-07-01,15,73567,5200.0,0.0706838664
2015-07-01,16,73567,5610.0,0.0762570174
2015-07-01,17,73567,5972.0,0.081177702
2015-07-01,18,73567,6365.0,0.0865197711
2015-07-01,19,73567,6730.0,0.0914812348
2015-07-01,20,73567,7101.0,0.0965242568
2015-07-01,21,73567,7422.0,0.1008876262
2015-07-01,22,73567,7766.0,0.1055636359
2015-07-01,23,73567,8098.0,0.1100765289
2015-07-01,24,73567,8417.0,0.1144127122
2015-07-01,25,73567,8713.0,0.1184362554
2015-07-01,26,73567,8973.0,0.1219704487
2015-07-01,27,73567,9217.0,0.1252871532
2015-07-01,28,73567,9462.0,0.1286174508
2015-07-01,29,73567,9666.0,0.1313904332
2015-07-01,30,73567,9845.0,0.1338235894
2015-07-01,31,73567,10007.0,0.1360256637
2015-07-01,32,73567,10164.0,0.1381597727
2015-07-01,33,73567,10314.0,0.1401987304
2015-07-01,34,73567,10459.0,0.1421697228
2015-07-01,35,73567,10587.0,0.1439096334
2015-07-01,36,73567,10643.0,0.1446708443
2015-07-01,37,73567,10675.0,0.1451058219
2015-07-01,38,73567,10699.0,0.1454320551
2015-07-01,39,73567,10711.0,0.1455951717
2015-07-01,40,73567,10721.0,0.1457311023
2015-07-01,41,73567,10724.0,0.1457718814
2015-07-01,42,73567,10725.0,0.1457854745
2015-07-01,43,73567,10725.0,0.1457854745
2015-07-01,44,73567,10725.0,0.1457854745
2015-07-01,45,73567,10725.0,0.1457854745
2015-07-01,46,73567,10725.0,0.1457854745
2015-07-01,47,73567,10725.0,0.1457854745
2015-07-01,48,73567,10725.0,0.1457854745
2015-07-01,49,73567,10725.0,0.1457854745
2015-07-01,50,73567,10725.0,0.1457854745
2015-07-01,51,73567,10725.0,0.1457854745
2015-07-01,52,73567,10725.0,0.1457854745
2015-07-01,53,73567,10725.0,0.1457854745
2015-07-01,54,73567,10725.0,0.1457854745
2015-07-01,55,73567,10725.0,0.1457854745
2015-07-01,56,73567,10725.0,0.1457854745
2015-07-01,57,73567,10725.0,0.1457854745
2015-07-01,58,73567,10725.0,0.1457854745
2015-07-01,59,73567,10725.0,0.1457854745
2015-07-01,60,73567,10725.0,0.1457854745
2015-10-01,0,88430,63.0,0.0007124279
2015-10-01,1,88430,164.0,0.0018545742
2015-10-01,2,88430,321.0,0.0036299898
2015-10-01,3,88430,555.0,0.0062761506
2015-10-01,4,88430,850.0,0.0096121226
2015-10-01,5,88430,1216.0,0.0137509895
2015-10-01,6,88430,1598.0,0.0180707905
2015-10-01,7,88430,2118.0,0.0239511478
2015-10-01,8,88430,2653.0,0.0300011308
2015-10-01,9,88430,3233.0,0.036559991
2015-10-01,10,88430,3782.0,0.0427682913
2015-10-01,11,88430,4339.0,0.0490670587
2015-10-01,12,88430,4845.0,0.0547890987
2015-10-01,13,88430,5321.0,0.0601718874
2015-10-01,14,88430,5815.0,0.0657582268
2015-10-01,15,88430,6297.0,0.0712088658
2015-10-01,16,88430,6762.0,0.0764672622
2015-10-01,17,88430,7289.0,0.0824267782
2015-10-01,18,88430,7770.0,0.0878661088
2015-10-01,19,88430,8193.0,0.0926495533
2015-10-01,20,88430,8662.0,0.0979531833
2015-10-01,21,88430,9093.0,0.1028270949
2015-10-01,22,88430,9492.0,0.1073391383
2015-10-01,23,88430,9860.0,0.111500622
2015-10-01,24,88430,10240.0,0.1157978062
2015-10-01,25,88430,10562.0,0.1194391044
2015-10-01,26,88430,10841.0,0.1225941423
2015-10-01,27,88430,11109.0,0.125624788
2015-10-01,28,88430,11396.0,0.1288702929
2015-10-01,29,88430,11656.0,0.1318104716
2015-10-01,30,88430,11924.0,0.1348411173
2015-10-01,31,88430,12145.0,0.1373402691
2015-10-01,32,88430,12388.0,0.1400882054
2015-10-01,33,88430,12617.0,0.1426778243
2015-10-01,34,88430,12804.0,0.1447924912
2015-10-01,35,88430,12937.0,0.1462965057
2015-10-01,36,88430,13003.0,0.1470428588
2015-10-01,37,88430,13047.0,0.1475404275
2015-10-01,38,88430,13078.0,0.1478909872
2015-10-01,39,88430,13091.0,0.1480379962
2015-10-01,40,88430,13094.0,0.1480719213
2015-10-01,41,88430,13095.0,0.1480832297
2015-10-01,42,88430,13095.0,0.1480832297
2015-10-01,43,88430,13095.0,0.1480832297
2015-10-01,44,88430,13095.0,0.1480832297
2015-10-01,45,88430,13095.0,0.1480832297
2015-10-01,46,88430,13095.0,0.1480832297
2015-10-01,47,88430,13095.0,0.1480832297
2015-10-01,48,88430,13095.0,0.1480832297
2015-10-01,49,88430,13095.0,0.1480832297
2015-10-01,50,88430,13095.0,0.1480832297
2015-10-01,51,88430,13095.0,0.1480832297
2015-10-01,52,88430,13095.0,0.1480832297
2015-10-01,53,88430,13095.0,0.1480832297
2015-10-01,54,88430,13095.0,0.1480832297
2015-10-01,55,88430,13095.0,0.1480832297
2015-10-01,56,88430,13095.0,0.1480832297
2015-10-01,57,88430,13095.0,0.1480832297
2015-10-01,58,88430,13095.0,0.1480832297
2015-10-01,59,88430,13095.0,0.1480832297
2015-10-01,60,88430,13095.0,0.1480832297
